,Descriptor,Resolved Type,Cluster Labels,Segment
14993,House,duplicated_report,1,2
14994,Safety,followup,7,8
14995,House,fixed,2,3
14996,House,no_violation,1,2
14997,Trash/Pollution,no_violation,3,4
14998,House,duplicated_report,1,2
14999,House,fixed,2,3
15000,Other,no_violation,1,2
15001,Safety,fixed,0,1
15002,House,info_needed,1,2
15003,House,no_violation,1,2
15004,Traffic,fixed,0,1
15005,Traffic,referred,0,1
15006,Other,fixed,0,1
15007,Energy,no_violation,1,2
15008,House,fixed,2,3
15009,House,fixed,2,3
15010,House,no_violation,1,2
15011,House,fixed,2,3
15012,House,duplicated_report,1,2
15013,Noise,no_violation,6,7
15014,Traffic,no_violation,5,6
15015,Traffic,no_violation,5,6
15016,Traffic,fixed,0,1
15017,Traffic,no_violation,5,6
15018,Traffic,no_violation,5,6
15019,Noise,no_violation,6,7
15020,House,duplicated_report,1,2
15021,House,duplicated_report,1,2
15022,House,no_violation,1,2
15023,House,duplicated_report,1,2
15027,Commercial,fixed,0,1
15028,Personal Issue,fixed,0,1
15029,Noise,fixed,4,5
15030,Animals,referred,0,1
15031,Traffic,fixed,0,1
15032,Safety,no_violation,7,8
15033,Traffic,fixed,0,1
15034,Animals,duplicated_report,0,1
15035,Animals,duplicated_report,0,1
15036,Animals,duplicated_report,0,1
15037,Animals,duplicated_report,0,1
15038,Animals,duplicated_report,0,1
15039,House,no_violation,1,2
15040,Other,no_violation,1,2
15041,Traffic,no_violation,5,6
15042,Animals,no_violation,1,2
15043,Animals,no_violation,1,2
15044,Trash/Pollution,no_violation,3,4
15045,House,no_violation,1,2
15046,House,fixed,2,3
15047,Trash/Pollution,no_violation,3,4
15048,Animals,fixed,0,1
15049,House,no_violation,1,2
15050,Trash/Pollution,no_violation,3,4
15051,Safety,no_violation,7,8
15052,Traffic,referred,0,1
15053,Traffic,fixed,0,1
15054,Safety,fixed,0,1
15055,House,no_violation,1,2
15056,House,no_violation,1,2
15057,House,no_violation,1,2
15058,House,no_violation,1,2
15059,House,no_violation,1,2
15060,Safety,no_violation,7,8
15061,Traffic,referred,0,1
15062,Traffic,no_violation,5,6
15063,Traffic,fixed,0,1
15066,Traffic,referred,0,1
15067,Other,followup,0,1
15068,Commercial,followup,0,1
15069,Noise,no_violation,6,7
15070,Noise,info_needed,4,5
15071,Traffic,fixed,0,1
15073,Safety,fixed,0,1
15075,Noise,fixed,4,5
15076,Noise,fixed,4,5
15077,Traffic,fixed,0,1
15078,Noise,fixed,4,5
15079,Commercial,followup,0,1
15082,Traffic,fixed,0,1
15083,Traffic,fixed,0,1
15084,Noise,fixed,4,5
15087,Traffic,fixed,0,1
15089,Traffic,fixed,0,1
15090,House,followup,1,2
15091,Safety,followup,7,8
15094,Other,followup,0,1
15096,Safety,fixed,0,1
15097,Traffic,no_violation,5,6
15100,Traffic,no_violation,5,6
15101,Noise,no_violation,6,7
15102,Other,followup,0,1
15103,Other,no_violation,1,2
15104,Safety,no_violation,7,8
15105,Commercial,info_needed,0,1
15106,Other,no_violation,1,2
15107,Commercial,followup,0,1
15108,Noise,fixed,4,5
15109,House,fixed,2,3
15110,Traffic,fixed,0,1
15111,Other,fixed,0,1
15112,Safety,no_violation,7,8
15113,Noise,fixed,4,5
15114,Traffic,no_violation,5,6
15115,Traffic,referred,0,1
15116,Other,fixed,0,1
15117,Trash/Pollution,no_violation,3,4
15118,Noise,no_violation,6,7
15119,House,no_violation,1,2
15120,Noise,fixed,4,5
15121,Traffic,no_violation,5,6
15122,Energy,no_violation,1,2
15123,House,no_violation,1,2
15124,House,fixed,2,3
15125,House,fixed,2,3
15126,Energy,no_violation,1,2
15127,Energy,fixed,0,1
15128,House,fixed,2,3
15129,House,no_violation,1,2
15130,Animals,fixed,0,1
15131,Energy,no_violation,1,2
15132,Safety,fixed,0,1
15133,Safety,no_violation,7,8
15134,Other,followup,0,1
15135,Personal Issue,fixed,0,1
15136,Traffic,fixed,0,1
15137,Noise,no_violation,6,7
15138,Traffic,no_violation,5,6
15139,Noise,no_violation,6,7
15140,Other,followup,0,1
15141,Safety,referred,7,8
15142,Safety,referred,7,8
15144,Commercial,referred,0,1
15145,Other,info_needed,0,1
15146,Safety,info_needed,7,8
15147,Commercial,no_violation,1,2
15148,Commercial,referred,0,1
15149,Safety,referred,7,8
15150,Traffic,fixed,0,1
15151,Noise,fixed,4,5
15152,Commercial,no_violation,1,2
15153,Traffic,no_violation,5,6
15154,Traffic,no_violation,5,6
15155,Noise,no_violation,6,7
15156,Safety,no_violation,7,8
15157,Noise,fixed,4,5
15158,House,fixed,2,3
15159,Animals,no_violation,1,2
15160,Energy,no_violation,1,2
15161,House,no_violation,1,2
15162,Energy,no_violation,1,2
15163,House,fixed,2,3
15164,House,no_violation,1,2
15165,House,no_violation,1,2
15166,Animals,fixed,0,1
15167,House,fixed,2,3
15168,Safety,no_violation,7,8
15169,House,no_violation,1,2
15170,Traffic,no_violation,5,6
15171,Personal Issue,followup,0,1
15172,Other,fixed,0,1
15173,Noise,no_violation,6,7
15174,Animals,followup,0,1
15175,Noise,no_violation,6,7
15177,House,fixed,2,3
15178,Traffic,fixed,0,1
15179,Commercial,followup,0,1
15182,Traffic,no_violation,5,6
15183,Commercial,followup,0,1
15184,Traffic,no_violation,5,6
15185,Commercial,referred,0,1
15186,Commercial,info_needed,0,1
15187,Commercial,followup,0,1
15188,Commercial,referred,0,1
15189,Commercial,referred,0,1
15190,Commercial,referred,0,1
15191,Commercial,followup,0,1
15192,Traffic,fixed,0,1
15193,Traffic,no_violation,5,6
15194,Animals,followup,0,1
15195,Noise,no_violation,6,7
15196,Traffic,fixed,0,1
15198,Commercial,followup,0,1
15199,Commercial,followup,0,1
15201,Traffic,fixed,0,1
15202,Personal Issue,followup,0,1
15204,Traffic,no_violation,5,6
15205,Traffic,fixed,0,1
15206,Other,no_violation,1,2
15207,House,fixed,2,3
15208,Traffic,fixed,0,1
15209,Traffic,fixed,0,1
15210,House,fixed,2,3
15211,Animals,no_violation,1,2
15212,Animals,no_violation,1,2
15213,House,fixed,2,3
15214,Trash/Pollution,referred,3,4
15215,Trash/Pollution,referred,3,4
15216,Trash/Pollution,referred,3,4
15217,Noise,fixed,4,5
15219,Commercial,followup,0,1
15221,Noise,no_violation,6,7
15222,Commercial,referred,0,1
15223,Commercial,followup,0,1
15224,Other,referred,0,1
15225,Other,referred,0,1
15226,Personal Issue,fixed,0,1
15227,Traffic,fixed,0,1
15228,Personal Issue,followup,0,1
15229,Traffic,no_violation,5,6
15233,House,no_violation,1,2
15250,Traffic,no_violation,5,6
15251,Noise,no_violation,6,7
15252,Noise,no_violation,6,7
15253,Traffic,no_violation,5,6
15254,Traffic,no_violation,5,6
15257,Animals,no_violation,1,2
15258,Commercial,referred,0,1
15259,Commercial,referred,0,1
15260,Commercial,referred,0,1
15261,Traffic,no_violation,5,6
15262,Safety,no_violation,7,8
15264,Animals,fixed,0,1
15265,Traffic,fixed,0,1
15266,Animals,referred,0,1
15267,Safety,no_violation,7,8
15268,Safety,no_violation,7,8
15269,Traffic,fixed,0,1
15271,Other,referred,0,1
15273,Commercial,followup,0,1
15274,Trash/Pollution,no_violation,3,4
15275,Trash/Pollution,referred,3,4
15276,Trash/Pollution,no_violation,3,4
15277,Trash/Pollution,no_violation,3,4
15278,Trash/Pollution,referred,3,4
15279,Trash/Pollution,no_violation,3,4
15280,Trash/Pollution,no_violation,3,4
15281,Trash/Pollution,referred,3,4
15282,Commercial,followup,0,1
15283,Animals,no_violation,1,2
15284,Traffic,no_violation,5,6
15286,House,duplicated_report,1,2
15288,Commercial,referred,0,1
15289,Commercial,referred,0,1
15290,Other,info_needed,0,1
15291,Commercial,followup,0,1
15292,Safety,no_violation,7,8
15293,Commercial,no_violation,1,2
15294,Traffic,fixed,0,1
15295,Traffic,referred,0,1
15296,Traffic,fixed,0,1
15297,Traffic,no_violation,5,6
15298,Safety,fixed,0,1
15302,Traffic,no_violation,5,6
15303,Traffic,no_violation,5,6
15304,Trash/Pollution,no_violation,3,4
15305,Noise,fixed,4,5
15307,Commercial,followup,0,1
15308,Personal Issue,followup,0,1
15309,Commercial,followup,0,1
15310,Other,no_violation,1,2
15312,Safety,no_violation,7,8
15313,Traffic,no_violation,5,6
15314,Traffic,fixed,0,1
15316,Other,fixed,0,1
15317,Commercial,followup,0,1
15318,Other,fixed,0,1
15319,Traffic,no_violation,5,6
15320,Other,fixed,0,1
15321,Traffic,no_violation,5,6
15322,Other,fixed,0,1
15323,Commercial,referred,0,1
15324,Commercial,referred,0,1
15325,Commercial,referred,0,1
15326,Commercial,referred,0,1
15327,Traffic,no_violation,5,6
15328,Other,fixed,0,1
15329,Other,fixed,0,1
15330,Commercial,followup,0,1
15332,Safety,fixed,0,1
15333,Commercial,followup,0,1
15334,Noise,no_violation,6,7
15335,Traffic,no_violation,5,6
15336,Trash/Pollution,no_violation,3,4
15338,Traffic,no_violation,5,6
15339,Traffic,no_violation,5,6
15340,Traffic,no_violation,5,6
15341,Safety,referred,7,8
15342,Other,no_violation,1,2
15343,Personal Issue,no_violation,1,2
15344,Personal Issue,no_violation,1,2
15345,Other,no_violation,1,2
15346,Safety,referred,7,8
15347,Traffic,fixed,0,1
15348,Noise,no_violation,6,7
15351,Personal Issue,fixed,0,1
15352,Traffic,fixed,0,1
15353,Safety,fixed,0,1
15354,Traffic,followup,0,1
15355,Commercial,followup,0,1
15356,House,fixed,2,3
15357,Energy,fixed,0,1
15358,Traffic,no_violation,5,6
15359,Traffic,no_violation,5,6
15360,Trash/Pollution,no_violation,3,4
15361,Other,no_violation,1,2
15362,House,no_violation,1,2
15363,Safety,no_violation,7,8
15364,House,no_violation,1,2
15365,Animals,no_violation,1,2
15366,House,no_violation,1,2
15367,Other,no_violation,1,2
15368,Trash/Pollution,fixed,0,1
15369,Safety,no_violation,7,8
15370,Safety,no_violation,7,8
15374,Personal Issue,followup,0,1
15375,Other,fixed,0,1
15376,Personal Issue,fixed,0,1
15377,Safety,fixed,0,1
15378,Personal Issue,fixed,0,1
15379,Personal Issue,duplicated_report,0,1
15380,Traffic,no_violation,5,6
15382,House,fixed,2,3
15383,House,fixed,2,3
15384,Traffic,fixed,0,1
15386,Traffic,no_violation,5,6
15387,Trash/Pollution,fixed,0,1
15388,Trash/Pollution,no_violation,3,4
15389,Trash/Pollution,no_violation,3,4
15390,Trash/Pollution,no_violation,3,4
15391,Personal Issue,no_violation,1,2
15392,Trash/Pollution,no_violation,3,4
15393,Trash/Pollution,no_violation,3,4
15394,Trash/Pollution,no_violation,3,4
15395,Commercial,followup,0,1
15396,Energy,no_violation,1,2
15397,Trash/Pollution,fixed,0,1
15398,Trash/Pollution,no_violation,3,4
15399,Trash/Pollution,no_violation,3,4
15400,Other,no_violation,1,2
15401,Trash/Pollution,no_violation,3,4
15402,Trash/Pollution,no_violation,3,4
15403,Traffic,followup,0,1
15406,Traffic,fixed,0,1
15407,Noise,fixed,4,5
15408,Safety,followup,7,8
15409,Traffic,no_violation,5,6
15410,Traffic,no_violation,5,6
15411,Safety,no_violation,7,8
15412,Noise,no_violation,6,7
15413,Safety,no_violation,7,8
15414,Commercial,followup,0,1
15415,Noise,no_violation,6,7
15416,Noise,no_violation,6,7
15417,Traffic,fixed,0,1
15418,Traffic,no_violation,5,6
15419,Traffic,fixed,0,1
15420,Traffic,fixed,0,1
15421,Noise,no_violation,6,7
15422,Traffic,no_violation,5,6
15423,Safety,followup,7,8
15424,Traffic,no_violation,5,6
15425,Noise,no_violation,6,7
15426,Traffic,fixed,0,1
15427,Traffic,no_violation,5,6
15428,Traffic,no_violation,5,6
15429,Other,followup,0,1
15430,Noise,fixed,4,5
15432,Safety,fixed,0,1
15433,Traffic,referred,0,1
15434,Animals,no_violation,1,2
15435,Traffic,no_violation,5,6
15436,Traffic,no_violation,5,6
15437,Safety,no_violation,7,8
15438,Noise,no_violation,6,7
15439,Noise,no_violation,6,7
15440,Noise,no_violation,6,7
15441,Noise,no_violation,6,7
15443,Personal Issue,fixed,0,1
15444,Traffic,no_violation,5,6
15445,Traffic,no_violation,5,6
15446,Traffic,no_violation,5,6
15447,Traffic,fixed,0,1
15448,Noise,referred,4,5
15449,Traffic,no_violation,5,6
15450,Traffic,fixed,0,1
15451,Energy,fixed,0,1
15452,Traffic,fixed,0,1
15453,House,fixed,2,3
15458,Personal Issue,fixed,0,1
15459,Traffic,no_violation,5,6
15460,Noise,info_needed,4,5
15461,Traffic,info_needed,0,1
15462,Traffic,info_needed,0,1
15463,Traffic,info_needed,0,1
15464,Noise,fixed,4,5
15465,Noise,fixed,4,5
15468,Other,fixed,0,1
15469,Other,fixed,0,1
15470,Other,fixed,0,1
15471,Noise,no_violation,6,7
15472,Traffic,no_violation,5,6
15473,Traffic,fixed,0,1
15474,Traffic,referred,0,1
15475,Safety,referred,7,8
15476,Traffic,no_violation,5,6
15477,Traffic,no_violation,5,6
15478,House,fixed,2,3
15479,Safety,referred,7,8
15480,Safety,referred,7,8
15481,Safety,referred,7,8
15482,Trash/Pollution,fixed,0,1
15483,Safety,referred,7,8
15484,Commercial,fixed,0,1
15485,House,no_violation,1,2
15487,Safety,referred,7,8
15488,Safety,referred,7,8
15489,Safety,fixed,0,1
15490,Trash/Pollution,no_violation,3,4
15491,Safety,no_violation,7,8
15492,Traffic,fixed,0,1
15493,Safety,referred,7,8
15494,Safety,referred,7,8
15495,Noise,no_violation,6,7
15496,Traffic,no_violation,5,6
15497,Traffic,fixed,0,1
15498,Traffic,no_violation,5,6
15499,Noise,no_violation,6,7
15500,Noise,referred,4,5
15501,Noise,no_violation,6,7
15502,Traffic,fixed,0,1
15503,Traffic,no_violation,5,6
15504,Traffic,no_violation,5,6
15505,Safety,referred,7,8
15506,Traffic,no_violation,5,6
15507,Traffic,no_violation,5,6
15508,Noise,no_violation,6,7
15509,Traffic,no_violation,5,6
15510,Traffic,fixed,0,1
15512,Safety,no_violation,7,8
15513,Noise,no_violation,6,7
15514,Noise,no_violation,6,7
15515,Personal Issue,fixed,0,1
15516,Traffic,fixed,0,1
15517,Noise,fixed,4,5
15518,Traffic,no_violation,5,6
15519,Safety,fixed,0,1
15520,House,fixed,2,3
15521,Other,followup,0,1
15522,Safety,fixed,0,1
15523,Safety,fixed,0,1
15524,Personal Issue,no_violation,1,2
15525,Trash/Pollution,no_violation,3,4
15526,Noise,no_violation,6,7
15527,Safety,no_violation,7,8
15528,Energy,no_violation,1,2
15529,Energy,no_violation,1,2
15530,Noise,no_violation,6,7
15531,Traffic,no_violation,5,6
15532,Traffic,no_violation,5,6
15533,Traffic,no_violation,5,6
15534,Traffic,no_violation,5,6
15535,Traffic,fixed,0,1
15536,Traffic,no_violation,5,6
15537,Traffic,no_violation,5,6
15538,Safety,no_violation,7,8
15539,Traffic,no_violation,5,6
15540,Traffic,no_violation,5,6
15541,Traffic,no_violation,5,6
15542,Traffic,no_violation,5,6
15543,Traffic,no_violation,5,6
15544,Traffic,no_violation,5,6
15545,Traffic,fixed,0,1
15546,Other,no_violation,1,2
15547,Safety,fixed,0,1
15548,Energy,fixed,0,1
15549,Noise,no_violation,6,7
15550,Safety,fixed,0,1
15551,Noise,no_violation,6,7
15552,Noise,no_violation,6,7
15553,Noise,fixed,4,5
15554,Commercial,fixed,0,1
15555,Noise,no_violation,6,7
15556,Traffic,no_violation,5,6
15557,Traffic,no_violation,5,6
15558,Traffic,no_violation,5,6
15559,Noise,fixed,4,5
15560,Traffic,no_violation,5,6
15561,Safety,fixed,0,1
15562,Traffic,no_violation,5,6
15563,House,fixed,2,3
15564,Other,no_violation,1,2
15565,Noise,no_violation,6,7
15566,Noise,no_violation,6,7
15567,Traffic,fixed,0,1
15568,Noise,fixed,4,5
15569,Noise,no_violation,6,7
15570,Noise,no_violation,6,7
15571,Animals,fixed,0,1
15572,Animals,referred,0,1
15573,Traffic,no_violation,5,6
15574,Traffic,no_violation,5,6
15575,Traffic,no_violation,5,6
15576,Traffic,no_violation,5,6
15577,Traffic,no_violation,5,6
15578,Traffic,no_violation,5,6
15579,Commercial,info_needed,0,1
15581,Animals,no_violation,1,2
15582,Safety,no_violation,7,8
15583,Safety,no_violation,7,8
15584,House,fixed,2,3
15585,House,fixed,2,3
15586,Noise,fixed,4,5
15587,Noise,no_violation,6,7
15588,Traffic,fixed,0,1
15589,Traffic,fixed,0,1
15590,Traffic,no_violation,5,6
15591,Safety,fixed,0,1
15592,Noise,info_needed,4,5
15593,Traffic,no_violation,5,6
15594,Traffic,no_violation,5,6
15595,Noise,fixed,4,5
15596,Noise,no_violation,6,7
15597,Traffic,no_violation,5,6
15598,Other,no_violation,1,2
15599,Noise,fixed,4,5
15600,Noise,fixed,4,5
15601,Safety,fixed,0,1
15602,Traffic,fixed,0,1
15603,Traffic,no_violation,5,6
15604,Traffic,no_violation,5,6
15605,Traffic,no_violation,5,6
15606,Traffic,fixed,0,1
15607,Traffic,no_violation,5,6
15608,Noise,no_violation,6,7
15609,Noise,no_violation,6,7
15610,Traffic,no_violation,5,6
15611,Traffic,no_violation,5,6
15612,Noise,no_violation,6,7
15613,Noise,no_violation,6,7
15614,Energy,no_violation,1,2
15615,Noise,fixed,4,5
15616,Traffic,no_violation,5,6
15617,Traffic,no_violation,5,6
15618,Noise,no_violation,6,7
15619,Noise,fixed,4,5
15620,Noise,no_violation,6,7
15621,Noise,fixed,4,5
15622,Noise,fixed,4,5
15623,Noise,fixed,4,5
15624,Noise,no_violation,6,7
15625,Traffic,no_violation,5,6
15626,Noise,fixed,4,5
15627,Traffic,no_violation,5,6
15628,Animals,fixed,0,1
15629,Trash/Pollution,no_violation,3,4
15630,Trash/Pollution,fixed,0,1
15631,Safety,fixed,0,1
15632,House,fixed,2,3
15633,Safety,fixed,0,1
15634,House,fixed,2,3
15635,House,fixed,2,3
15636,Animals,no_violation,1,2
15637,House,fixed,2,3
15638,Safety,fixed,0,1
15639,House,fixed,2,3
15640,Safety,fixed,0,1
15641,Trash/Pollution,fixed,0,1
15642,House,info_needed,1,2
15643,House,duplicated_report,1,2
15644,Safety,fixed,0,1
15645,Safety,fixed,0,1
15646,Noise,no_violation,6,7
15647,Animals,fixed,0,1
15648,Safety,no_violation,7,8
15649,House,no_violation,1,2
15650,Animals,no_violation,1,2
15651,House,no_violation,1,2
15652,House,no_violation,1,2
15653,Trash/Pollution,no_violation,3,4
15654,Trash/Pollution,no_violation,3,4
15655,House,no_violation,1,2
15656,House,no_violation,1,2
15657,House,fixed,2,3
15658,House,no_violation,1,2
15659,House,no_violation,1,2
15660,House,fixed,2,3
15661,Energy,no_violation,1,2
15662,Traffic,no_violation,5,6
15663,Noise,fixed,4,5
15664,House,fixed,2,3
15665,House,no_violation,1,2
15666,Safety,no_violation,7,8
15667,Safety,no_violation,7,8
15668,House,no_violation,1,2
15670,Noise,no_violation,6,7
15671,House,no_violation,1,2
15672,Animals,fixed,0,1
15673,Trash/Pollution,no_violation,3,4
15674,House,fixed,2,3
15675,Energy,fixed,0,1
15676,House,fixed,2,3
15677,House,no_violation,1,2
15678,Traffic,no_violation,5,6
15679,Noise,no_violation,6,7
15681,Noise,no_violation,6,7
15682,Traffic,no_violation,5,6
15683,Traffic,fixed,0,1
15684,Noise,no_violation,6,7
15685,Animals,no_violation,1,2
15686,Animals,no_violation,1,2
15687,Traffic,no_violation,5,6
15688,House,no_violation,1,2
15689,Traffic,no_violation,5,6
15690,Animals,no_violation,1,2
15691,Safety,no_violation,7,8
15692,Trash/Pollution,no_violation,3,4
15693,House,no_violation,1,2
15694,Traffic,no_violation,5,6
15695,Energy,no_violation,1,2
15696,Noise,no_violation,6,7
15697,Traffic,fixed,0,1
15698,House,no_violation,1,2
15699,House,fixed,2,3
15700,Safety,no_violation,7,8
15701,House,no_violation,1,2
15702,House,fixed,2,3
15703,House,fixed,2,3
15704,House,no_violation,1,2
15705,Traffic,no_violation,5,6
15706,Noise,no_violation,6,7
15707,Other,no_violation,1,2
15708,Traffic,fixed,0,1
15709,Energy,fixed,0,1
15710,Energy,duplicated_report,0,1
15711,Noise,no_violation,6,7
15712,Other,fixed,0,1
15713,Noise,no_violation,6,7
15714,Noise,fixed,4,5
15715,Safety,no_violation,7,8
15716,Noise,no_violation,6,7
15717,Noise,no_violation,6,7
15718,Noise,no_violation,6,7
15719,Noise,no_violation,6,7
15720,Other,no_violation,1,2
15721,Noise,fixed,4,5
15722,Noise,no_violation,6,7
15723,Noise,no_violation,6,7
15724,Noise,no_violation,6,7
15725,Other,no_violation,1,2
15727,Noise,fixed,4,5
15728,Noise,no_violation,6,7
15729,Noise,no_violation,6,7
15730,Noise,no_violation,6,7
15731,Noise,no_violation,6,7
15732,Noise,no_violation,6,7
15733,Noise,fixed,4,5
15734,Other,no_violation,1,2
15735,Noise,no_violation,6,7
15736,Noise,no_violation,6,7
15737,Traffic,no_violation,5,6
15738,Noise,no_violation,6,7
15739,Trash/Pollution,fixed,0,1
15740,Traffic,fixed,0,1
15741,Noise,fixed,4,5
15742,Traffic,no_violation,5,6
15743,Noise,fixed,4,5
15744,Noise,no_violation,6,7
15745,Traffic,no_violation,5,6
15746,Traffic,no_violation,5,6
15747,Noise,fixed,4,5
15748,Noise,fixed,4,5
15749,Noise,fixed,4,5
15750,Noise,fixed,4,5
15751,Noise,fixed,4,5
15752,Noise,fixed,4,5
15753,Traffic,fixed,0,1
15754,Safety,no_violation,7,8
15755,Noise,no_violation,6,7
15756,Noise,fixed,4,5
15757,Noise,no_violation,6,7
15758,Noise,no_violation,6,7
15759,Noise,fixed,4,5
15760,Noise,no_violation,6,7
15761,Noise,no_violation,6,7
15762,Safety,fixed,0,1
15763,Traffic,fixed,0,1
15764,Noise,fixed,4,5
15765,Noise,fixed,4,5
15766,Noise,no_violation,6,7
15767,Traffic,fixed,0,1
15768,Noise,no_violation,6,7
15769,Noise,fixed,4,5
15770,Safety,no_violation,7,8
15771,Noise,fixed,4,5
15772,Noise,no_violation,6,7
15773,Noise,no_violation,6,7
15774,Noise,no_violation,6,7
15775,Noise,fixed,4,5
15776,Noise,info_needed,4,5
15777,Noise,no_violation,6,7
15778,Traffic,fixed,0,1
15779,Noise,fixed,4,5
15780,Traffic,no_violation,5,6
15781,Noise,fixed,4,5
15782,Noise,fixed,4,5
15783,Noise,no_violation,6,7
15784,Noise,no_violation,6,7
15785,Noise,fixed,4,5
15786,Noise,no_violation,6,7
15787,Noise,no_violation,6,7
15788,Noise,no_violation,6,7
15789,Noise,no_violation,6,7
15790,Noise,no_violation,6,7
15791,Noise,no_violation,6,7
15792,Traffic,no_violation,5,6
15793,Noise,no_violation,6,7
15794,Noise,fixed,4,5
15795,Noise,no_violation,6,7
15796,Noise,fixed,4,5
15797,Noise,fixed,4,5
15798,Noise,no_violation,6,7
15799,Noise,fixed,4,5
15800,Noise,fixed,4,5
15801,Noise,fixed,4,5
15802,Noise,fixed,4,5
15803,Noise,fixed,4,5
15804,Noise,fixed,4,5
15805,Noise,no_violation,6,7
15806,Noise,no_violation,6,7
15807,Noise,no_violation,6,7
15808,Noise,no_violation,6,7
15809,Safety,fixed,0,1
15810,Noise,no_violation,6,7
15811,Personal Issue,no_violation,1,2
15812,Noise,referred,4,5
15813,Traffic,no_violation,5,6
15814,Traffic,no_violation,5,6
15815,Noise,fixed,4,5
15816,Traffic,no_violation,5,6
15817,Noise,no_violation,6,7
15818,Safety,no_violation,7,8
15819,Noise,fixed,4,5
15820,Noise,no_violation,6,7
15821,Energy,no_violation,1,2
15822,Traffic,no_violation,5,6
15823,Noise,no_violation,6,7
15824,Noise,fixed,4,5
15825,Noise,no_violation,6,7
15826,Noise,fixed,4,5
15827,Energy,no_violation,1,2
15828,Noise,no_violation,6,7
15829,Noise,no_violation,6,7
15830,Energy,no_violation,1,2
15831,Energy,no_violation,1,2
15832,Traffic,fixed,0,1
15833,Energy,no_violation,1,2
15834,Noise,no_violation,6,7
15835,Noise,no_violation,6,7
15836,Noise,no_violation,6,7
15837,Traffic,no_violation,5,6
15838,Traffic,fixed,0,1
15839,Noise,fixed,4,5
15840,Noise,no_violation,6,7
15841,Noise,no_violation,6,7
15842,Noise,no_violation,6,7
15843,Traffic,no_violation,5,6
15844,Noise,no_violation,6,7
15845,Noise,no_violation,6,7
15846,Noise,no_violation,6,7
15847,Noise,fixed,4,5
15848,Noise,fixed,4,5
15849,Noise,no_violation,6,7
15850,Noise,fixed,4,5
15851,Noise,fixed,4,5
15852,Noise,fixed,4,5
15853,Noise,fixed,4,5
15854,Noise,no_violation,6,7
15855,Noise,no_violation,6,7
15856,Noise,fixed,4,5
15858,Noise,fixed,4,5
15859,Traffic,no_violation,5,6
15860,Noise,no_violation,6,7
15861,Noise,fixed,4,5
15862,Noise,fixed,4,5
15863,Noise,fixed,4,5
15864,Noise,fixed,4,5
15865,Traffic,info_needed,0,1
15866,Noise,info_needed,4,5
15867,Energy,no_violation,1,2
15868,Noise,no_violation,6,7
15869,Noise,no_violation,6,7
15870,Noise,no_violation,6,7
15871,Traffic,no_violation,5,6
15872,Noise,no_violation,6,7
15873,Noise,fixed,4,5
15874,Noise,no_violation,6,7
15875,Noise,no_violation,6,7
15876,Noise,fixed,4,5
15877,Noise,no_violation,6,7
15878,Noise,no_violation,6,7
15879,Noise,fixed,4,5
15880,Noise,no_violation,6,7
15881,Noise,no_violation,6,7
15882,Noise,no_violation,6,7
15883,Noise,fixed,4,5
15884,Traffic,fixed,0,1
15885,Noise,no_violation,6,7
15886,Noise,no_violation,6,7
15887,Noise,no_violation,6,7
15888,Noise,no_violation,6,7
15889,Noise,no_violation,6,7
15890,Noise,fixed,4,5
15891,Noise,no_violation,6,7
15892,Noise,no_violation,6,7
15893,Energy,no_violation,1,2
15894,Noise,no_violation,6,7
15895,Energy,no_violation,1,2
15896,Noise,no_violation,6,7
15897,Traffic,no_violation,5,6
15898,Traffic,no_violation,5,6
15899,Noise,fixed,4,5
15900,Noise,fixed,4,5
15901,Noise,fixed,4,5
15902,Noise,fixed,4,5
15903,Traffic,no_violation,5,6
15904,Noise,no_violation,6,7
15905,Traffic,no_violation,5,6
15906,Noise,fixed,4,5
15907,Safety,no_violation,7,8
15908,Traffic,fixed,0,1
15909,Noise,fixed,4,5
15910,Noise,referred,4,5
15911,Traffic,no_violation,5,6
15912,Noise,fixed,4,5
15913,Noise,fixed,4,5
15914,Noise,no_violation,6,7
15915,Noise,no_violation,6,7
15916,Noise,no_violation,6,7
15917,Noise,no_violation,6,7
15918,Noise,no_violation,6,7
15919,Noise,fixed,4,5
15920,Noise,no_violation,6,7
15921,Noise,fixed,4,5
15922,Noise,fixed,4,5
15923,Traffic,no_violation,5,6
15924,Noise,fixed,4,5
15925,Noise,info_needed,4,5
15926,Noise,fixed,4,5
15927,Noise,fixed,4,5
15928,Noise,no_violation,6,7
15929,Personal Issue,fixed,0,1
15930,Noise,no_violation,6,7
15931,Noise,fixed,4,5
15932,Noise,fixed,4,5
15933,Noise,fixed,4,5
15934,Noise,no_violation,6,7
15935,Noise,no_violation,6,7
15936,Noise,no_violation,6,7
15937,Noise,fixed,4,5
15938,Traffic,no_violation,5,6
15939,Energy,no_violation,1,2
15940,Traffic,fixed,0,1
15941,Noise,fixed,4,5
15942,Noise,no_violation,6,7
15943,Noise,no_violation,6,7
15944,Noise,no_violation,6,7
15945,Noise,no_violation,6,7
15946,Noise,info_needed,4,5
15947,Noise,no_violation,6,7
15948,Noise,no_violation,6,7
15949,Personal Issue,fixed,0,1
15950,Noise,no_violation,6,7
15951,Noise,no_violation,6,7
15952,Traffic,fixed,0,1
15953,Traffic,no_violation,5,6
15954,Noise,no_violation,6,7
15955,Noise,no_violation,6,7
15956,Noise,fixed,4,5
15957,Noise,no_violation,6,7
15958,Traffic,referred,0,1
